payment_id,customer_id,subscription_id,amount,failure_reason_code,raw_bank_message,attempt_number,failed_at
pay_00394,cust_1286,sub_286,615.34,card_expired,,2,2026-05-29 10:59:15
pay_00395,cust_1287,sub_287,2343.33,card_expired,,1,2026-07-17 10:19:37
pay_00396,cust_1288,sub_288,3336.68,insufficient_funds,,1,2026-07-21 01:42:07
pay_00397,cust_1288,sub_288,3336.68,insufficient_funds,,2,2026-07-23 09:10:25
pay_00398,cust_1289,sub_289,4460.45,ambiguous_bank_error,Payment not completed. SBI returned no further reason.,1,2026-07-12 22:07:40
pay_00399,cust_1289,sub_289,4460.45,ambiguous_bank_error,Declined by issuer (DC-77) - insufficient info from gateway response.,2,2026-07-15 07:14:08
pay_00037,cust_1029,sub_29,1112.97,fraud_suspected,,1,2026-08-08 21:27:22
pay_00400,cust_1290,sub_290,1992.4,ambiguous_bank_error,"BNK-441: soft decline, customer action may be required but not specified by issuer.",1,2026-06-11 15:48:34
pay_00401,cust_1291,sub_291,3464.64,fraud_suspected,,1,2026-06-05 02:33:28
pay_00402,cust_1292,sub_292,4601.77,card_expired,,1,2026-08-06 01:53:35
pay_00403,cust_1293,sub_293,2774.97,insufficient_funds,,1,2026-07-30 10:54:33
pay_00404,cust_1293,sub_293,2774.97,insufficient_funds,,2,2026-08-01 03:43:13
pay_00405,cust_1293,sub_293,2774.97,insufficient_funds,,3,2026-08-04 18:31:05
pay_00406,cust_1294,sub_294,466.05,card_expired,,1,2026-08-04 16:26:29
pay_00407,cust_1294,sub_294,466.05,card_expired,,2,2026-08-07 01:35:29
pay_00408,cust_1295,sub_295,303.5,insufficient_funds,,1,2026-07-19 00:47:13
pay_00409,cust_1295,sub_295,303.5,insufficient_funds,,2,2026-07-22 02:02:27
pay_00410,cust_1296,sub_296,4970.79,insufficient_funds,,1,2026-08-12 15:02:18
pay_00411,cust_1297,sub_297,3874.97,fraud_suspected,,1,2026-05-30 13:23:57
pay_00412,cust_1298,sub_298,4551.48,fraud_suspected,,1,2026-07-03 02:43:42
pay_00413,cust_1299,sub_299,4328.38,insufficient_funds,,1,2026-08-05 05:34:25
pay_00414,cust_1299,sub_299,4328.38,insufficient_funds,,2,2026-08-08 04:46:14
pay_00004,cust_1003,sub_3,3318.45,insufficient_funds,,1,2026-06-12 13:14:28
pay_00038,cust_1030,sub_30,3698.56,card_expired,,1,2026-05-26 20:41:06
pay_00415,cust_1300,sub_300,4895.76,mandate_revoked,,1,2026-06-22 21:46:34
pay_00416,cust_1301,sub_301,1301.39,card_expired,,1,2026-06-23 11:09:17
pay_00417,cust_1302,sub_302,3873.35,fraud_suspected,,1,2026-08-16 21:26:39
pay_00418,cust_1303,sub_303,274.1,fraud_suspected,,1,2026-07-25 02:06:38
pay_00419,cust_1304,sub_304,3574.77,issuer_timeout,,1,2026-08-14 07:47:02
pay_00420,cust_1305,sub_305,1241.89,insufficient_funds,,1,2026-08-13 04:32:18
pay_00421,cust_1306,sub_306,2964.33,ambiguous_bank_error,"TXN_FAIL_09: soft decline, customer action may be required but not specified by issuer.",1,2026-06-08 19:49:43
pay_00422,cust_1307,sub_307,4930.34,fraud_suspected,,1,2026-06-15 07:26:19
pay_00423,cust_1308,sub_308,3039.0,issuer_timeout,,1,2026-07-29 20:43:27
pay_00424,cust_1309,sub_309,1852.19,insufficient_funds,,1,2026-05-30 21:24:50
pay_00039,cust_1031,sub_31,4041.84,mandate_revoked,,1,2026-08-07 07:12:12
pay_00425,cust_1310,sub_310,2158.64,mandate_revoked,,1,2026-07-13 12:11:48
pay_00426,cust_1311,sub_311,1280.65,insufficient_funds,,1,2026-08-02 14:58:03
pay_00427,cust_1312,sub_312,2873.98,ambiguous_bank_error,Txn faild - TXN_FAIL_09. Pls retyr after sometime or contct suport.,1,2026-08-03 12:15:16
pay_00428,cust_1313,sub_313,4265.24,ambiguous_bank_error,Txn faild - E1042. Pls retyr after sometime or contct suport.,1,2026-08-09 17:46:53
pay_00429,cust_1313,sub_313,4265.24,ambiguous_bank_error,"NPCI/HDFC: mandate execution failed, reason unspecified, retry advised after 24h.",2,2026-08-11 12:43:38
pay_00430,cust_1314,sub_314,3855.14,insufficient_funds,,1,2026-05-27 17:13:30
pay_00431,cust_1314,sub_314,3855.14,insufficient_funds,,2,2026-05-28 10:19:58
pay_00432,cust_1315,sub_315,4816.97,ambiguous_bank_error,Txn faild - BNK-441. Pls retyr after sometime or contct suport.,1,2026-08-05 23:48:30
pay_00433,cust_1316,sub_316,4591.61,insufficient_funds,,1,2026-06-11 10:49:18
pay_00434,cust_1316,sub_316,4591.61,insufficient_funds,,2,2026-06-13 14:34:41
pay_00435,cust_1317,sub_317,2660.52,insufficient_funds,,1,2026-06-18 14:06:51
pay_00436,cust_1318,sub_318,4229.71,card_expired,,1,2026-07-25 11:20:26
pay_00437,cust_1318,sub_318,4229.71,card_expired,,2,2026-07-26 18:55:14
pay_00438,cust_1318,sub_318,4229.71,card_expired,,3,2026-07-29 04:01:16
pay_00439,cust_1319,sub_319,3655.06,issuer_timeout,,1,2026-07-14 04:12:21
pay_00040,cust_1032,sub_32,1079.74,insufficient_funds,,1,2026-06-22 07:55:59
pay_00440,cust_1320,sub_320,1378.5,issuer_timeout,,1,2026-06-11 20:43:21
pay_00441,cust_1321,sub_321,4838.24,fraud_suspected,,1,2026-05-30 23:31:29
pay_00442,cust_1322,sub_322,1011.48,fraud_suspected,,1,2026-06-12 15:11:58
pay_00443,cust_1323,sub_323,4793.74,ambiguous_bank_error,"IDFC First: transaction declined, code BNK-441. contact bank.",1,2026-06-14 01:53:54
pay_00444,cust_1323,sub_323,4793.74,ambiguous_bank_error,"BNK-441: soft decline, customer action may be required but not specified by issuer.",2,2026-06-15 00:26:08
pay_00445,cust_1324,sub_324,242.88,mandate_revoked,,1,2026-06-17 14:23:03
pay_00446,cust_1325,sub_325,3158.29,mandate_revoked,,1,2026-06-20 21:31:01
pay_00447,cust_1326,sub_326,255.88,issuer_timeout,,1,2026-06-14 23:17:34
pay_00448,cust_1327,sub_327,4102.15,insufficient_funds,,1,2026-05-26 13:51:58
pay_00449,cust_1327,sub_327,4102.15,insufficient_funds,,2,2026-05-27 03:58:06
pay_00450,cust_1327,sub_327,4102.15,insufficient_funds,,3,2026-05-30 04:15:12
pay_00451,cust_1328,sub_328,1900.32,insufficient_funds,,1,2026-07-01 02:23:25
pay_00452,cust_1328,sub_328,1900.32,insufficient_funds,,2,2026-07-03 18:15:44
pay_00453,cust_1329,sub_329,4268.76,mandate_revoked,,1,2026-05-29 20:48:02
pay_00041,cust_1033,sub_33,4307.64,fraud_suspected,,1,2026-08-08 01:41:34
pay_00454,cust_1330,sub_330,2851.97,card_expired,,1,2026-08-13 20:00:44
pay_00455,cust_1331,sub_331,2281.77,card_expired,,1,2026-07-09 18:54:06
pay_00456,cust_1332,sub_332,1301.88,ambiguous_bank_error,"Yes Bank: transaction declined, code TXN_FAIL_09. contact bank.",1,2026-06-09 15:17:02
pay_00457,cust_1332,sub_332,1301.88,ambiguous_bank_error,Txn faild - AUTH_TIMEOUT_12. Pls retyr after sometime or contct suport.,2,2026-06-12 18:42:02
pay_00458,cust_1333,sub_333,3016.77,ambiguous_bank_error,"NPCI/ICICI: mandate execution failed, reason unspecified, retry advised after 24h.",1,2026-07-01 02:19:10
pay_00459,cust_1334,sub_334,3448.77,fraud_suspected,,1,2026-06-12 10:24:48
pay_00460,cust_1335,sub_335,3507.69,fraud_suspected,,1,2026-08-10 16:47:22
pay_00461,cust_1336,sub_336,4224.64,card_expired,,1,2026-07-08 19:49:39
pay_00462,cust_1337,sub_337,3912.06,card_expired,,1,2026-08-17 20:17:50
pay_00463,cust_1337,sub_337,3912.06,card_expired,,2,2026-08-19 15:14:22
pay_00464,cust_1337,sub_337,3912.06,card_expired,,3,2026-08-22 12:27:11
pay_00465,cust_1338,sub_338,610.33,issuer_timeout,,1,2026-06-02 09:51:15
pay_00466,cust_1338,sub_338,610.33,issuer_timeout,,2,2026-06-05 02:05:17
pay_00467,cust_1339,sub_339,3241.72,mandate_revoked,,1,2026-07-02 10:23:06
pay_00042,cust_1034,sub_34,4645.56,ambiguous_bank_error,Declined by issuer (DC-77) - insufficient info from gateway response.,1,2026-07-21 05:26:31
pay_00043,cust_1034,sub_34,4645.56,ambiguous_bank_error,"Axis Bank: transaction declined, code TXN_FAIL_09. contact bank.",2,2026-07-23 01:10:24
pay_00468,cust_1340,sub_340,2333.73,ambiguous_bank_error,Txn faild - RC=51. Pls retyr after sometime or contct suport.,1,2026-07-17 03:08:05
pay_00469,cust_1341,sub_341,2157.61,issuer_timeout,,1,2026-08-17 02:22:35
pay_00470,cust_1342,sub_342,1756.27,issuer_timeout,,1,2026-07-02 00:18:26
pay_00471,cust_1343,sub_343,4524.45,insufficient_funds,,1,2026-07-20 18:33:10
pay_00472,cust_1344,sub_344,1489.81,insufficient_funds,,1,2026-07-17 15:09:04
pay_00473,cust_1344,sub_344,1489.81,insufficient_funds,,2,2026-07-18 13:17:26
pay_00474,cust_1345,sub_345,1932.4,fraud_suspected,,1,2026-07-20 23:40:31
pay_00475,cust_1346,sub_346,712.47,insufficient_funds,,1,2026-07-13 00:25:21
pay_00476,cust_1347,sub_347,4337.55,card_expired,,1,2026-06-25 10:27:52
pay_00477,cust_1347,sub_347,4337.55,card_expired,,2,2026-06-28 19:08:19
pay_00478,cust_1348,sub_348,1163.09,ambiguous_bank_error,Payment not completed. Yes Bank returned no further reason.,1,2026-07-11 05:25:20
pay_00479,cust_1349,sub_349,2963.22,card_expired,,1,2026-07-20 10:24:17
pay_00480,cust_1349,sub_349,2963.22,card_expired,,2,2026-07-22 11:07:59
pay_00044,cust_1035,sub_35,1568.2,fraud_suspected,,1,2026-06-10 21:45:31
pay_00481,cust_1350,sub_350,2818.02,issuer_timeout,,1,2026-05-25 17:01:46
pay_00045,cust_1036,sub_36,4848.8,insufficient_funds,,1,2026-06-07 23:34:03
pay_00046,cust_1037,sub_37,3003.05,insufficient_funds,,1,2026-06-17 16:10:03
pay_00047,cust_1037,sub_37,3003.05,insufficient_funds,,2,2026-06-20 02:54:11
pay_00048,cust_1038,sub_38,4335.73,insufficient_funds,,1,2026-06-30 03:56:36
pay_00049,cust_1039,sub_39,3172.03,issuer_timeout,,1,2026-06-28 21:37:36
pay_00005,cust_1004,sub_4,230.19,fraud_suspected,,1,2026-07-31 22:27:21
pay_00050,cust_1040,sub_40,1179.44,ambiguous_bank_error,Txn faild - BNK-441. Pls retyr after sometime or contct suport.,1,2026-07-11 07:16:25
pay_00051,cust_1041,sub_41,4658.29,card_expired,,1,2026-08-11 00:29:39
pay_00052,cust_1041,sub_41,4658.29,card_expired,,2,2026-08-14 03:04:34
pay_00053,cust_1042,sub_42,4678.65,insufficient_funds,,1,2026-08-12 07:23:18
pay_00054,cust_1043,sub_43,3575.99,fraud_suspected,,1,2026-06-03 20:33:00
pay_00055,cust_1044,sub_44,4671.43,issuer_timeout,,1,2026-08-07 04:16:07
pay_00056,cust_1044,sub_44,4671.43,issuer_timeout,,2,2026-08-08 23:35:09
pay_00057,cust_1045,sub_45,3643.54,issuer_timeout,,1,2026-07-25 21:40:54
pay_00058,cust_1046,sub_46,4544.62,card_expired,,1,2026-08-14 02:40:27
pay_00059,cust_1047,sub_47,1800.07,insufficient_funds,,1,2026-08-04 20:16:10
pay_00060,cust_1047,sub_47,1800.07,insufficient_funds,,2,2026-08-07 14:35:45
pay_00061,cust_1048,sub_48,560.17,insufficient_funds,,1,2026-08-01 17:02:53
pay_00062,cust_1049,sub_49,2261.98,issuer_timeout,,1,2026-08-15 09:23:57
pay_00006,cust_1005,sub_5,3863.77,insufficient_funds,,1,2026-08-07 02:24:06
pay_00063,cust_1050,sub_50,390.5,ambiguous_bank_error,"Gateway timeout while contacting HDFC Bank - transaction status unknown, may have partially processed.",1,2026-07-06 06:43:15
pay_00064,cust_1050,sub_50,390.5,ambiguous_bank_error,Declined by issuer (ERR203) - insufficient info from gateway response.,2,2026-07-08 17:56:55
pay_00065,cust_1050,sub_50,390.5,ambiguous_bank_error,Txn faild - AUTH_TIMEOUT_12. Pls retyr after sometime or contct suport.,3,2026-07-11 04:59:59
pay_00066,cust_1051,sub_51,1048.85,fraud_suspected,,1,2026-06-29 00:11:47
pay_00067,cust_1052,sub_52,2175.22,fraud_suspected,,1,2026-05-27 23:51:15
pay_00068,cust_1053,sub_53,717.86,fraud_suspected,,1,2026-08-16 15:14:12
pay_00069,cust_1054,sub_54,1663.92,card_expired,,1,2026-07-22 07:01:42
pay_00070,cust_1054,sub_54,1663.92,card_expired,,2,2026-07-23 12:21:17
pay_00071,cust_1055,sub_55,1538.8,ambiguous_bank_error,"ERR203: soft decline, customer action may be required but not specified by issuer.",1,2026-05-30 16:25:43
pay_00072,cust_1055,sub_55,1538.8,ambiguous_bank_error,Payment not completed. ICICI Bank returned no further reason.,2,2026-06-01 00:07:56
pay_00073,cust_1056,sub_56,382.63,ambiguous_bank_error,"TXN_FAIL_09: soft decline, customer action may be required but not specified by issuer.",1,2026-06-05 13:22:46
pay_00074,cust_1057,sub_57,754.1,ambiguous_bank_error,"Gateway timeout while contacting Axis Bank - transaction status unknown, may have partially processed.",1,2026-06-08 06:16:02
pay_00075,cust_1058,sub_58,2783.57,ambiguous_bank_error,"Yes Bank: transaction declined, code TXN_FAIL_09. contact bank.",1,2026-05-27 06:23:27
pay_00076,cust_1059,sub_59,797.2,issuer_timeout,,1,2026-07-13 16:19:42
pay_00077,cust_1059,sub_59,797.2,issuer_timeout,,2,2026-07-15 10:25:44
pay_00007,cust_1006,sub_6,1468.7,insufficient_funds,,1,2026-08-15 23:29:34
pay_00078,cust_1060,sub_60,2217.14,insufficient_funds,,1,2026-07-03 21:47:57
pay_00079,cust_1061,sub_61,2148.16,issuer_timeout,,1,2026-08-20 09:18:13
pay_00080,cust_1062,sub_62,3341.59,issuer_timeout,,1,2026-06-22 14:28:43
pay_00081,cust_1063,sub_63,4524.67,card_expired,,1,2026-07-30 21:05:18
pay_00082,cust_1064,sub_64,1807.9,issuer_timeout,,1,2026-07-21 21:19:14
pay_00083,cust_1065,sub_65,420.83,insufficient_funds,,1,2026-06-21 19:54:49
pay_00084,cust_1065,sub_65,420.83,insufficient_funds,,2,2026-06-22 14:26:56
pay_00085,cust_1066,sub_66,3541.5,insufficient_funds,,1,2026-06-18 12:15:09
pay_00086,cust_1066,sub_66,3541.5,insufficient_funds,,2,2026-06-21 22:00:57
pay_00087,cust_1067,sub_67,710.62,fraud_suspected,,1,2026-06-27 07:11:51
pay_00088,cust_1068,sub_68,440.05,card_expired,,1,2026-07-20 03:29:08
pay_00089,cust_1068,sub_68,440.05,card_expired,,2,2026-07-22 21:33:35
pay_00090,cust_1068,sub_68,440.05,card_expired,,3,2026-07-25 10:48:57
pay_00091,cust_1069,sub_69,4480.7,fraud_suspected,,1,2026-06-27 17:28:57
pay_00008,cust_1007,sub_7,577.24,ambiguous_bank_error,"TXN_FAIL_09: soft decline, customer action may be required but not specified by issuer.",1,2026-07-14 20:39:56
pay_00092,cust_1070,sub_70,2359.33,fraud_suspected,,1,2026-07-20 20:17:49
pay_00093,cust_1071,sub_71,1347.38,card_expired,,1,2026-06-25 02:45:18
pay_00094,cust_1071,sub_71,1347.38,card_expired,,2,2026-06-26 08:21:20
pay_00095,cust_1072,sub_72,922.99,insufficient_funds,,1,2026-07-02 22:09:45
pay_00096,cust_1072,sub_72,922.99,insufficient_funds,,2,2026-07-03 02:26:26
pay_00097,cust_1073,sub_73,497.88,card_expired,,1,2026-06-28 12:57:49
pay_00098,cust_1074,sub_74,4311.31,mandate_revoked,,1,2026-06-08 12:30:00
pay_00099,cust_1075,sub_75,2070.94,insufficient_funds,,1,2026-06-28 17:47:47
pay_00100,cust_1075,sub_75,2070.94,insufficient_funds,,2,2026-07-01 19:57:14
pay_00101,cust_1075,sub_75,2070.94,insufficient_funds,,3,2026-07-03 07:17:27
pay_00102,cust_1076,sub_76,3409.59,card_expired,,1,2026-06-30 23:10:53
pay_00103,cust_1077,sub_77,3185.83,insufficient_funds,,1,2026-08-17 12:37:36
pay_00104,cust_1078,sub_78,2256.34,insufficient_funds,,1,2026-06-22 05:03:16
pay_00105,cust_1078,sub_78,2256.34,insufficient_funds,,2,2026-06-24 10:13:29
pay_00106,cust_1079,sub_79,2018.81,fraud_suspected,,1,2026-06-28 08:53:05
pay_00009,cust_1008,sub_8,418.96,mandate_revoked,,1,2026-07-22 09:05:54
pay_00107,cust_1080,sub_80,449.01,mandate_revoked,,1,2026-07-07 07:41:04
pay_00108,cust_1081,sub_81,3819.32,issuer_timeout,,1,2026-07-20 06:53:01
pay_00109,cust_1081,sub_81,3819.32,issuer_timeout,,2,2026-07-23 04:15:08
pay_00110,cust_1082,sub_82,4748.23,insufficient_funds,,1,2026-06-22 22:16:49
pay_00111,cust_1083,sub_83,4824.93,issuer_timeout,,1,2026-08-06 05:19:06
pay_00112,cust_1084,sub_84,2962.82,ambiguous_bank_error,"Kotak Mahindra: transaction declined, code BNK-441. contact bank.",1,2026-07-03 12:45:12
pay_00113,cust_1085,sub_85,3545.53,insufficient_funds,,1,2026-07-13 21:38:51
pay_00114,cust_1085,sub_85,3545.53,insufficient_funds,,2,2026-07-14 18:50:02
pay_00115,cust_1086,sub_86,1977.74,card_expired,,1,2026-06-17 20:21:00
pay_00116,cust_1087,sub_87,705.59,fraud_suspected,,1,2026-07-05 20:57:53
pay_00117,cust_1088,sub_88,1044.46,insufficient_funds,,1,2026-06-15 20:17:39
pay_00118,cust_1089,sub_89,2519.79,issuer_timeout,,1,2026-06-26 23:37:17
pay_00119,cust_1089,sub_89,2519.79,issuer_timeout,,2,2026-06-28 07:53:59
pay_00010,cust_1009,sub_9,1533.27,insufficient_funds,,1,2026-05-31 11:10:23
pay_00120,cust_1090,sub_90,1369.54,fraud_suspected,,1,2026-06-22 18:39:42
pay_00121,cust_1091,sub_91,4283.57,insufficient_funds,,1,2026-07-28 15:13:22
pay_00122,cust_1092,sub_92,4424.54,insufficient_funds,,1,2026-07-16 17:00:33
pay_00123,cust_1092,sub_92,4424.54,insufficient_funds,,2,2026-07-17 02:15:46
pay_00124,cust_1093,sub_93,1352.55,issuer_timeout,,1,2026-06-21 20:45:31
pay_00125,cust_1094,sub_94,1611.33,insufficient_funds,,1,2026-06-30 22:15:19
pay_00126,cust_1095,sub_95,2855.67,card_expired,,1,2026-07-07 13:47:35
pay_00127,cust_1095,sub_95,2855.67,card_expired,,2,2026-07-09 11:44:29
pay_00128,cust_1096,sub_96,778.15,insufficient_funds,,1,2026-07-27 10:07:47
pay_00129,cust_1097,sub_97,1087.72,fraud_suspected,,1,2026-07-24 23:30:17
pay_00130,cust_1098,sub_98,2717.26,ambiguous_bank_error,Payment not completed. ICICI Bank returned no further reason.,1,2026-07-15 03:53:12
pay_00131,cust_1098,sub_98,2717.26,ambiguous_bank_error,"Gateway timeout while contacting Kotak Mahindra - transaction status unknown, may have partially processed.",2,2026-07-17 05:19:00
pay_00132,cust_1099,sub_99,460.72,insufficient_funds,,1,2026-07-14 22:08:40
